Accession	Organism_Name	Species	Pangolin	PangoVersions	Genotype	Isolate	Length	Nuc_Completeness	Geo_Location	Country	Host	Organization	Org_location	Collection_Date	Molecule_type
OM277214	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_719	29643	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277215	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	B.1.617.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_715	29643	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277216	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.131	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_712	29792	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277217	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_717	29641	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277218	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	B.1.617.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_720	29638	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277219	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.121	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_705	29777	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277220	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.131	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_701	29642	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277221	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.131	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_707	29643	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277222	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.131	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_700	29643	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277223	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.127	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_702	29645	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277224	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.131	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_710	29642	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277225	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.131	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_714	29793	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277226	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	B.1.1.529	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_706	29627	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277227	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_709	29645	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277228	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.131	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_703	29794	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277229	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	B.1.617.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_716	29644	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277230	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.121	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_704	29645	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277489	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.17.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_693	29622	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-01	ssRNA(+)
OM277490	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_683	29658	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-01	ssRNA(+)
OM277491	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_690	29621	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-01	ssRNA(+)
OM277492	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_681	29654	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-01	ssRNA(+)
OM277493	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_680	28999	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-01	ssRNA(+)
OM277494	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_686	29634	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-01	ssRNA(+)
OM277495	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_682	29010	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-01	ssRNA(+)
OM277496	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_691	29009	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-01	ssRNA(+)
OM277497	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.131	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_694	29773	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-01	ssRNA(+)
OM277498	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.131	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_695	29634	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-01	ssRNA(+)
OM277499	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	B.1.1.529	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_692	29744	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-01	ssRNA(+)
OM277500	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	B.1.617.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_697	29807	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-01	ssRNA(+)
OM277501	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_689	29622	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-01	ssRNA(+)
OM277502	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_688	29355	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-01	ssRNA(+)
OM278285	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_735	29646	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-03	ssRNA(+)
OM278286	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_726	29389	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-03	ssRNA(+)
OM278287	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_736	29348	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-03	ssRNA(+)
OM278288	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	B.1.617.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_744	29774	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-03	ssRNA(+)
OM278289	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	B.1.617.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_729	29669	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-03	ssRNA(+)
OM278290	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_725	29122	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-03	ssRNA(+)
OM278291	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_722	29644	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-03	ssRNA(+)
OM278292	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	B.1.617.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_742	29685	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-03	ssRNA(+)
OM278293	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_723	29641	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-03	ssRNA(+)
OM278294	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_731	29022	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-03	ssRNA(+)
OM278295	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	B.1.617.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_724	29645	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-03	ssRNA(+)
OM278296	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_738	29655	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-03	ssRNA(+)
OM278297	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.131	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_745	29804	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-03	ssRNA(+)
OM278298	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	B.1.617.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_743	29329	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-03	ssRNA(+)
OM278299	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	B.1.617.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_730	29644	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-03	ssRNA(+)
OM278300	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_733	29648	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-03	ssRNA(+)
